season_id,team_id_home,team_id_away,team_name_home,team_name_away,team_abbreviation_home,team_abbreviation_away,game_date,pts_home,pts_away
22014,1610612744,1610612751,Golden State Warriors,Brooklyn Nets,GSW,BKN,2014-11-13,107.0,99.0
22014,1610612737,1610612748,Atlanta Hawks,Miami Heat,ATL,MIA,2014-11-14,114.0,103.0
22014,1610612753,1610612749,Orlando Magic,Milwaukee Bucks,ORL,MIL,2014-11-14,101.0,85.0
22014,1610612752,1610612762,New York Knicks,Utah Jazz,NYK,UTA,2014-11-14,100.0,102.0
22014,1610612760,1610612765,Oklahoma City Thunder,Detroit Pistons,OKC,DET,2014-11-14,89.0,96.0
22014,1610612754,1610612743,Indiana Pacers,Denver Nuggets,IND,DEN,2014-11-14,87.0,108.0
22014,1610612756,1610612766,Phoenix Suns,Charlotte Hornets,PHX,CHA,2014-11-14,95.0,103.0
22014,1610612745,1610612755,Houston Rockets,Philadelphia 76ers,HOU,PHI,2014-11-14,88.0,87.0
22014,1610612738,1610612739,Boston Celtics,Cleveland Cavaliers,BOS,CLE,2014-11-14,121.0,122.0
22014,1610612747,1610612759,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,2014-11-14,80.0,93.0
22014,1610612740,1610612750,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,2014-11-14,139.0,91.0
22014,1610612739,1610612737,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,2014-11-15,127.0,94.0
22014,1610612763,1610612765,Memphis Grizzlies,Detroit Pistons,MEM,DET,2014-11-15,95.0,88.0
22014,1610612761,1610612762,Toronto Raptors,Utah Jazz,TOR,UTA,2014-11-15,111.0,93.0
22014,1610612757,1610612751,Portland Trail Blazers,Brooklyn Nets,POR,BKN,2014-11-15,97.0,87.0
22014,1610612746,1610612756,Los Angeles Clippers,Phoenix Suns,LAC,PHX,2014-11-15,120.0,107.0
22014,1610612744,1610612766,Golden State Warriors,Charlotte Hornets,GSW,CHA,2014-11-15,112.0,87.0
22014,1610612741,1610612754,Chicago Bulls,Indiana Pacers,CHI,IND,2014-11-15,90.0,99.0
22014,1610612758,1610612759,Sacramento Kings,San Antonio Spurs,SAC,SAS,2014-11-15,94.0,91.0
22014,1610612742,1610612750,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,2014-11-15,131.0,117.0
22014,1610612764,1610612753,Washington Wizards,Orlando Magic,WAS,ORL,2014-11-15,98.0,93.0
22014,1610612752,1610612743,New York Knicks,Denver Nuggets,NYK,DEN,2014-11-16,109.0,93.0
22014,1610612748,1610612749,Miami Heat,Milwaukee Bucks,MIA,MIL,2014-11-16,84.0,91.0
22014,1610612747,1610612744,Los Angeles Lakers,Golden State Warriors,LAL,GSW,2014-11-16,115.0,136.0
22014,1610612760,1610612745,Oklahoma City Thunder,Houston Rockets,OKC,HOU,2014-11-16,65.0,69.0
22014,1610612738,1610612756,Boston Celtics,Phoenix Suns,BOS,PHX,2014-11-17,114.0,118.0
22014,1610612757,1610612740,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,2014-11-17,102.0,93.0
22014,1610612759,1610612755,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,2014-11-17,100.0,75.0
22014,1610612766,1610612742,Charlotte Hornets,Dallas Mavericks,CHA,DAL,2014-11-17,80.0,107.0
22014,1610612763,1610612745,Memphis Grizzlies,Houston Rockets,MEM,HOU,2014-11-17,119.0,93.0
22014,1610612765,1610612753,Detroit Pistons,Orlando Magic,DET,ORL,2014-11-17,93.0,107.0
22014,1610612751,1610612748,Brooklyn Nets,Miami Heat,BKN,MIA,2014-11-17,83.0,95.0
22014,1610612746,1610612741,Los Angeles Clippers,Chicago Bulls,LAC,CHI,2014-11-17,89.0,105.0
22014,1610612739,1610612743,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,2014-11-17,97.0,106.0
22014,1610612749,1610612752,Milwaukee Bucks,New York Knicks,MIL,NYK,2014-11-18,117.0,113.0
22014,1610612762,1610612760,Utah Jazz,Oklahoma City Thunder,UTA,OKC,2014-11-18,98.0,81.0
22014,1610612758,1610612740,Sacramento Kings,New Orleans Pelicans,SAC,NOP,2014-11-18,100.0,106.0
22014,1610612737,1610612747,Atlanta Hawks,Los Angeles Lakers,ATL,LAL,2014-11-18,109.0,114.0
22014,1610612750,1610612752,Minnesota Timberwolves,New York Knicks,MIN,NYK,2014-11-19,115.0,99.0
22014,1610612755,1610612738,Philadelphia 76ers,Boston Celtics,PHI,BOS,2014-11-19,90.0,101.0
22014,1610612751,1610612749,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,2014-11-19,118.0,122.0
22014,1610612743,1610612760,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,2014-11-19,107.0,100.0
22014,1610612764,1610612742,Washington Wizards,Dallas Mavericks,WAS,DAL,2014-11-19,102.0,105.0
22014,1610612765,1610612756,Detroit Pistons,Phoenix Suns,DET,PHX,2014-11-19,86.0,88.0
22014,1610612761,1610612763,Toronto Raptors,Memphis Grizzlies,TOR,MEM,2014-11-19,96.0,92.0
22014,1610612739,1610612759,Cleveland Cavaliers,San Antonio Spurs,CLE,SAS,2014-11-19,90.0,92.0
22014,1610612754,1610612766,Indiana Pacers,Charlotte Hornets,IND,CHA,2014-11-19,88.0,86.0
22014,1610612745,1610612747,Houston Rockets,Los Angeles Lakers,HOU,LAL,2014-11-19,92.0,98.0
22014,1610612753,1610612746,Orlando Magic,Los Angeles Clippers,ORL,LAC,2014-11-19,90.0,114.0
22014,1610612758,1610612741,Sacramento Kings,Chicago Bulls,SAC,CHI,2014-11-20,103.0,88.0
22014,1610612748,1610612746,Miami Heat,Los Angeles Clippers,MIA,LAC,2014-11-20,93.0,110.0
22014,1610612742,1610612747,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,2014-11-21,140.0,106.0
22014,1610612760,1610612751,Oklahoma City Thunder,Brooklyn Nets,OKC,BKN,2014-11-21,92.0,94.0
22014,1610612744,1610612762,Golden State Warriors,Utah Jazz,GSW,UTA,2014-11-21,101.0,88.0
22014,1610612750,1610612759,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,2014-11-21,92.0,121.0
22014,1610612755,1610612756,Philadelphia 76ers,Phoenix Suns,PHI,PHX,2014-11-21,96.0,122.0
22014,1610612763,1610612738,Memphis Grizzlies,Boston Celtics,MEM,BOS,2014-11-21,117.0,100.0
22014,1610612737,1610612765,Atlanta Hawks,Detroit Pistons,ATL,DET,2014-11-21,99.0,89.0
22014,1610612757,1610612741,Portland Trail Blazers,Chicago Bulls,POR,CHI,2014-11-21,105.0,87.0
22014,1610612764,1610612739,Washington Wizards,Cleveland Cavaliers,WAS,CLE,2014-11-21,91.0,78.0
